"id","title","cost","value","total","date","location","datadate","status"
"ftd-fort-wayne-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","371","2011-02-12","46825-5423","2011-02-10","0"
"giverny-fitness-fort-wayne","$15 for Five Group-Fitness Classes at Giverny Fitness Studio (Up to $34 Value)","15","34","85","2011-02-10","46825-5423","2011-02-10","0"
"earth-to-art","$40 for a Two-Hour Couple's Pottery Experience at Earth to Art ($85 Value)","40","85","262","2011-02-12","76104","2011-02-10","0"
"albas-italian-restaurant","$10 for $20 Worth of Italian Dinner Cuisine at Alba's Italian Restaurant & Bar (or $5 for $10 Toward Lunch)","10","20","298","2011-02-11","76104","2011-02-10","0"
"ftd-fort-worth-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","399","2011-02-12","76104","2011-02-10","0"
"sunset-winery","$27 for a VIP Tour for Two, Tasting for Two, and One Personal Label at Sunset Winery in Burleson ","27","55","286","2011-02-10","76104","2011-02-10","0"
"thomas-novak-dds","$10 for One Chic-Flic ToGo Teeth-Whitening and Lip-Gloss-Plumper Pen at Office of Thomas J. Novak, DDS, in Weatherford ($26 Value) ","10","26","74","2011-02-10","76104","2011-02-10","0"
"splitsville-lanes","$17 for $35 Worth of Upscale American Fare and Bowling at Splitsville Luxury Lanes & Dinner Lounge. Two Locations Available.","17","35","412","2011-02-12","76104","2011-02-10","0"
"ftd-fresno-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","297","2011-02-12","93702-1940","2011-02-10","0"
"salaam-seafoods","Lunch or Dinner Fare at Salaam Seafoods. Choose from Three Options.","7","15","437","2011-02-10","93702-1940","2011-02-10","0"
"the-vault-fresno","$100 for $225 Worth of Upscale Jewelry at The Vault or $25 for $50 Worth of Fashion Jewelry at Viva La Vault ","100","225","53","2011-02-10","93702-1940","2011-02-10","0"
"akari-skin-and-body-care","$75 for Spa Package at Akari Skin & Body Care ($155 Value)","75","155","36","2011-02-10","93702-1940","2011-02-10","0"
"ftd-gainesville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","266","2011-02-12","32601-6216","2011-02-10","0"
"palatka-stadium-gainesville","$10 for One Movie Ticket, Small Popcorn, Small Drink, and Candy at Cinema Holdings in Palatka","10","20","27","2011-02-11","32601-6216","2011-02-10","0"
"ftd-grand-rapids-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","644","2011-02-12","49503-3132","2011-02-10","0"
"wine-insiders-grand-rapids-1","$25 for $75 Worth of Wine from Wine Insiders' Online Store","25","75","287","2011-02-11","49503-3132","2011-02-10","0"
"porterhouse-productions","$15 for Admission to Traverse City Winter Microbrew & Music Festival on Saturday, February 12 (Up to $30 Value) or $7 for Admission on Friday, February 11 (Up to $15 Value)","15","30","100","2011-02-10","49503-3132","2011-02-10","0"
"ftd-toronto-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1888","2011-02-12","M4W","2011-02-10","0"
"flat-rock-cellar","$25 for a Wine Tour and Tasting for Two at Flat Rock Cellars in Jordan ($50 Value)","25","50","95","2011-02-11","M4W","2011-02-10","0"
"hand-stone-massage-toronto","$45 for a 30-Minute Relaxation Massage and 30-Minute Classic Facial ($93.90 Value) at Hand & Stone Massage and Facial Spa in Thornhill.","45","93","503","2011-02-10","M4W","2011-02-10","0"
"sundance-balloons-1","$149 for a Hot Air Balloon Ride ($275 Value) or $269 for Two Hot Air Balloon Rides ($550 Value) from Sundance Balloons","149","275","51","2011-02-12","M4W","2011-02-10","0"
"ftd-green-bay-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","93","2011-02-12","54303-2713","2011-02-10","0"
"computer-guy-northeast-wisconsin","$39 for a One-Hour In-Home Computer Tune-Up from The Computer Guy ($79 Value)","39","79","8","2011-02-12","54303-2713","2011-02-10","0"
"ftd-greenville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","275","2011-02-12","29601","2011-02-10","0"
"upstate-crossfit-greenville","$49 for 12 Core Fitness Classes at Upstate CrossFit ($160 Value)","49","160","5","2011-02-11","29601","2011-02-10","0"
"south-carolina-state-museum-1","Half Off Membership to the South Carolina State Museum (Up to $60 Value). Choose From Two Options.","30","60","33","2011-02-10","29601","2011-02-10","0"
"guy-harvey-magazine","$12 for One-Year Subscription to ""Guy Harvey Magazine"" ($24.95 Value)","12","25","5","2011-02-11","29601","2011-02-10","0"
"ftd-halifax-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","186","2011-02-12","B3J","2011-02-10","0"
"indochino-halifax","$50 CAN for $150 USD Worth of Men's Custom Apparel at Indochino Online","50","150","90","2011-02-10","B3J","2011-02-10","0"
"ftd-hampton-roads-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","660","2011-02-12","23451-3227","2011-02-10","0"
"fiorello-ristorante-italiano","$12 for $25 Worth of Italian Fare and Drinks at Fiorello Ristorante Italiano in Newport News","12","25","166","2011-02-10","23451-3227","2011-02-10","0"
"r-o-franks-aviation","$125 for Up to a One-Hour Hot Air Balloon Ride from R.O. Franks Aviation Company in Asheville ($250 Value)","125","250","35","2011-02-12","23451-3227","2011-02-10","0"
"ftd-harrisburg-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","265","2011-02-12","17102-1110","2011-02-10","0"
"mixbook-harrisburg","$15 for $50 Worth of Photo Books, Cards, and More from Mixbook","15","50","364","2011-02-11","17102-1110","2011-02-10","0"
"crystal-cabin-fever","$3 for a Child Ticket ($6 Value) or $5 for an Adult Ticket ($10 Value) at Crystal Cabin Fever in Lakeville","3","6","2","2011-02-10","17102-1110","2011-02-10","0"
"ftd-hartford-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","920","2011-02-12","06106-1501","2011-02-10","0"
"ftd-honolulu-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","405","2011-02-12",,"2011-02-10","0"
"jack-cards-1","$12 for $25 Worth of Custom Cards from Jack Cards","12","25","24","2011-02-10",,"2011-02-10","0"
"yoga-west-1","$49 for One Month of Unlimited Group Yoga Classes at Yoga West in Katy ","49","120","66","2011-02-11","77002","2011-02-10","0"
"space-city-ice-station","Public Ice-Skate Sessions or Lessons at Space City Ice Station in Friendswood. Choose from Two Options.","11","24","305","2011-02-11","77002","2011-02-10","0"
"ftd-houston-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1373","2011-02-12","77002","2011-02-10","0"
"hilton-houston","$149 for One-Night Weekend Stay, Strawberries and Champagne Gift Bundle, and $50 Dinner Credit at The Hilton Houston Westchase ($249 Value)","149","249","24","2011-02-14","77002","2011-02-10","0"
"desert-in-bloom-spa","$40 for a Lower Legs Body Sugaring and $25 Worth of Additional Sugaring at Desert in Bloom in Montrose (Up to $85 Value) ","40","85","76","2011-02-10","77002","2011-02-10","0"
"texas-home-and-garden-show","$10 for Two Adult Admissions to the Texas Home & Garden Show ($17 Value)","10","17","620","2011-02-11","77002","2011-02-10","0"
"canvas-on-demand-houston-5","$45 for One 16""x20"" Gallery-Wrapped Canvas Including Shipping and Handling from Canvas on Demand ($126.95 Value)","45","127","809","2011-02-14","77002","2011-02-10","0"
"blisswood-bed-and-breakfast","Romantic Two-Night Stay at BlissWood Bed and Breakfast. Choose Between Two Options.","336","671","126","2011-02-11","77002","2011-02-10","0"
"central-market-houston","$29 for One Cooking Class (Up to $60 Value) at Central Market Houston","29","60","897","2011-02-10","77002","2011-02-10","0"
"texas-world-speedway-1","$112 for a Ride & Drive Package ($225 Value)","112","225","250","2011-02-11","77002","2011-02-10","0"
"ftd-huntsville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","157","2011-02-12","35801","2011-02-10","0"
"nutty-guys-huntsville","$10 for $25 Worth of Nuts, Dried Fruit, and More from Nutty Guys ","10","25","120","2011-02-11","35801","2011-02-10","0"
"redmont-hotel","One-Night Romance Package at The Redmont Hotel in Birmingham. Two Options Available.","119","239","5","2011-02-11","35801","2011-02-10","0"
"honda-indy-grand-prix-of-alabama-1","$55 for Two Sunday General-Admission Tickets to Honda Indy Grand Prix of Alabama in Birmingham ($110 Value)","55","110","13","2011-02-10","35801","2011-02-10","0"
"huntsville-havoc","$19 for Two General-Admission Tickets to a Huntsville Havoc Game Plus Two Havoc Hats","19","54","205","2011-02-10","35801","2011-02-10","0"
"emmas-tea-room-huntsville","$12 for $25 Worth of Specialty Tea, Sandwiches, and More at Emma's Tea Room","12","25","100","2011-02-10","35801","2011-02-10","0"
"mortys-comedy-joint-2","$15 for Two General Admission Tickets Plus an Appetizer at Morty's Comedy Joint (Up to $38 Value)","15","38","562","2011-02-10","46204","2011-02-10","0"
"paradise-rental-boats","Four-Hour Boat Rental on Lake Monroe from Paradise Rental Boats in Bloomington. Choose from Three Options.","119","264","93","2011-02-12","46204","2011-02-10","0"
"ftd-indianapolis-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1177","2011-02-12","46204","2011-02-10","0"
"ftd-inland-empire-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","320","2011-02-12","92401-1306","2011-02-10","0"
"t3-fitness-energy","$24 for a Six-Class Pass at T3 Fitness Energy and Riverside Zumba (Up to $49 Value)","24","49","23","2011-02-12","92401-1306","2011-02-10","0"
"the-cake-cottage-inland-empire","$10 for a Half-Dozen Cupcakes at The Cake Cottage ($21 Value)","10","21","129","2011-02-10","92401-1306","2011-02-10","0"
"ftd-jackson-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","116","2011-02-12","39201-3201","2011-02-10","0"
"blue-ribbon-riding-academy","$20 for a Private One-Hour Introductory Riding Lesson at Blue Ribbon Riding Academy in Canton ($40 Value)","20","40","50","2011-02-12","39201-3201","2011-02-10","0"
"mississippi-state-university-baseball","$10 for Four General Admission Tickets to a Mississippi State Bulldogs Baseball Game (a $20 Value). Four Dates Available. ","10","20","1","2011-02-10","39201-3201","2011-02-10","0"
"energy-in-motion-jackson","$55 for Four Personal-Training Sessions at Energy in Motion in Flowood ($260 Value)","55","260","6","2011-02-12","39201-3201","2011-02-10","0"
"ftd-jacksonville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","663","2011-02-12","32202-3058","2011-02-10","0"
"planet-beach-jacksonville-1","$35 for $90 Worth of Spa Services at Planet Beach Jacksonville","35","90","112","2011-02-10","32202-3058","2011-02-10","0"
"guy-harvey-magazine-jacksonville","$12 for One-Year Subscription to ""Guy Harvey Magazine""","12","25","17","2011-02-11","32202-3058","2011-02-10","0"
"ftd-kalamazoo-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","203","2011-02-12","49007","2011-02-10","0"
"the-strutt","$10 for $20 Worth of Eclectic American Fare and Drinks at The Strutt","10","20","251","2011-02-10","49007","2011-02-10","0"
"traverse-city-winter-music","$15 for Admission to Traverse City Winter Microbrew & Music Festival on Saturday, February 12 (Up to $30 Value) or $7 for Admission on Friday, February 11 (Up to $15 Value)","15","30","43","2011-02-10","49007","2011-02-10","0"
"ftd-kansas-city-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","919","2011-02-12","64106","2011-02-10","0"
"comets-kansas-city","$15 for One Midfield Ticket to a Missouri Comets Professional Indoor Soccer Match in Independence ($30 Value). Choose From Three Games.","15","30","338","2011-02-10","64106","2011-02-10","0"
"rocky-mountain-chocolate-kansas-city","$11 for Four Old-Fashioned Caramel Apples at Rocky Mountain Chocolate Factory","11","22","288","2011-02-10","64106","2011-02-10","0"
"gnc-kansas-city","$19 for $40 Worth of Vitamins, Supplements, and More at GNC","19","40","590","2011-02-10","64106","2011-02-10","0"
"total-money-makeover-live-kansas-city","$19 Admission to Dave Ramsey Total Money Makeover LIVE (Up to $42 Value)","19","42","500","2011-02-11","64106","2011-02-10","0"
"ftd-kelowna-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","97","2011-02-12","V1Y","2011-02-10","0"
"okanagan-wine-country-tours-kelowna","$135 for Two Passes to the A Day on Naramata Bench Tour from Okanagan Wine Country Tours ($270 Value)","135","270","124","2011-02-10","V1Y","2011-02-10","0"
"ftd-kingston-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","130","2011-02-12","K7K","2011-02-10","0"
"ftd-kitchener-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","217","2011-02-12","N2G","2011-02-10","0"
"sundance-balloons-2","$139 for a Hot Air Balloon Ride ($275 Value) or $249 for Two Hot Air Balloon Rides ($550 Value) from Sundance Balloons","139","275","77","2011-02-10","N2G","2011-02-10","0"
"ftd-knoxville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","353","2011-02-12","37902-2901","2011-02-10","0"
"fusion-tanning","$15 for One Month of Unlimited Tanning ($39.95 Value) or $20 for Two Mystic Tan Sessions ($50 Value) at Fusion Tanning","15","40","679","2011-02-10","37902-2901","2011-02-10","0"
"arbitrage-knoxville","$50 for $140 Worth of Menswear Online from Arbitrage","50","140","7","2011-02-14","37902-2901","2011-02-10","0"
"ftd-lakeland-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","106","2011-02-12","33801","2011-02-10","0"
"ftd-lansing-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","312","2011-02-12","48933-1550","2011-02-10","0"
"the-kingsley-house-lansing","$129 for a One-Night Stay, Romantic Treats, and a Hot Breakfast at The Kingsley House Bed and Breakfast Inn (Up to $289 Value)","129","289","6","2011-02-14","48933-1550","2011-02-10","0"
"soccerzone-lansing","Instructional Soccer and Football Classes at SoccerZone. Choose from Three Options.","40","84","1","2011-02-12","48933-1550","2011-02-10","0"
"ftd-las-vegas-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","449","2011-02-12","89109","2011-02-10","0"
"kyklos-greek-cafe","$7 for $15 Worth of Greek Fare at Kyklos Greek Cafe in Henderson","7","15","519","2011-02-11","89109","2011-02-10","0"
"dolphin-court-las-vegas","$40 for 55-Minute Swedish Massage ($80 Value) or $38 for European Facial ($76 Value) at Dolphin Court Salon & Day Spa","40","80","338","2011-02-10","89109","2011-02-10","0"
"jersey-mikes-subs-las-vegas","$8 for $16 worth of Food and Drinks at Jersey Mikeâ€™s Subs","8","16","441","2011-02-11","89109","2011-02-10","0"
"barclays-wine-las-vegas-1","$25 for $75 Worth of Wine from Barclay's Wine","25","75","501","2011-02-10","89109","2011-02-10","0"
"skin-bar","$37 for Signature Facial and Upper-Body Massage at Skin Bar in Henderson","37","75","439","2011-02-10","89109","2011-02-10","0"
"ftd-lexington-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","388","2011-02-12","40502-2122","2011-02-10","0"
"ftd-lincoln-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","342","2011-02-12","68510-3112","2011-02-10","0"
"daisy-thrift-shop","$8 for $20 Worth of Merchandise at The Daisy Thrift Shop","8","20","62","2011-02-14","68510-3112","2011-02-10","0"
"ftd-little-rock-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","292","2011-02-12","72201","2011-02-10","0"
"tonee-lawrence-photography-little-rock-1","$59 for a One-Hour Boudoir Photo Session from Pretty Jane Boudoir by Tonee Lawrence ($485 Value)","59","485","86","2011-02-11","72201","2011-02-10","0"
"the-food-truck","$5 for $10 Worth of Gourmet Sandwiches and More at The Food Truck","5","10","135","2011-02-10","72201","2011-02-10","0"
"conway-symphony-orchestra-1","$15 for One Ticket to ""Beauty and the Brahms"" with Conway Symphony Orchestra","15","30","17","2011-02-12","72201","2011-02-10","0"
"ftd-london-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","230","2011-02-12","N6B","2011-02-10","0"
"sundance-ballons","$139 for a Hot Air Balloon Ride ($275 Value) or $249 for Two Hot Air Balloon Rides ($550 Value) from Sundance Balloons ","139","275","45","2011-02-11","N6B","2011-02-10","0"
"ftd-long-island-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","370","2011-02-12","11742","2011-02-10","0"
"langs-shoes","$25 for $55 Worth of Men's, Women's, and Children's Shoes at Lang's Shoes in Amityville","25","55","84","2011-02-10","11742","2011-02-10","0"
"ftd-la-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1805","2011-02-12","90012-4101","2011-02-10","0"
"laser-sculpture-los-angeles","$599 for Three Zerona Fat-Trimming Sessions at Laser Sculpture ($1,400 Value)","599","1400","58","2011-02-12","90012-4101","2011-02-10","0"
"district-grill-la","$14 for $30 Worth of Fare and Drink at District Grill Restaurant & Eleven Nightclub in West Hollywood","14","30","305","2011-02-10","90012-4101","2011-02-10","0"
"eco-dive-center","$49 for a Discover Scuba-Diving Class from Eco Dive Center in Culver City ($99 Value)","49","99","186","2011-02-11","90012-4101","2011-02-10","0"
"alchemist-and-co","$99 for a Delivery of Parisian Breakfast in Bed from Alchemist & Co ($240 Value)","99","240","69","2011-02-10","90012-4101","2011-02-10","0"
"center-stage-opera","$36 for Two Tickets to Center Stage Opera (Up to $72 Value). Choose from Four Dates.","36","72","77","2011-02-10","90012-4101","2011-02-10","0"
"chop-chop-hut","$5 for $10 Worth of Traditional Japanese Ramen and More at Chop Chop Grill in Walnut","5","10","95","2011-02-10","90012-4101","2011-02-10","0"
"abbey-road-on-the-river-louisville","$35 for a Single-Day Best Ticket to the Abbey Road On The River Music Festival ($74.40 Value)","35","74","167","2011-02-14","40202-2801","2011-02-10","0"
"ftd-louisville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","622","2011-02-12","40202-2801","2011-02-10","0"
"shanna-portman-design-and-staging","$40 for Two-Hour Interior Design Consultation from Shanna Portman Design & Staging ","40","150","19","2011-02-12","40202-2801","2011-02-10","0"
"dagaz-acres-louisville-1","$40 Guided Zip-Line Tour at Dagaz Acres Leadership Center and Zipline Adventure Course ($70 Value)","40","70","278","2011-02-12","40202-2801","2011-02-10","0"
"kort-partners-in-physical-therapy","$20 for Running and Fitness Assessment at KORT Partners in Physical Therapy ($50 Value) ","20","50","41","2011-02-10","40202-2801","2011-02-10","0"
"ftd-lubbock-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","93","2011-02-12","79401-4832","2011-02-10","0"
"golf-tec-lubbock","$35 for a 60 to 90-Minute Swing Evaluation at GolfTEC ($150 Value)","35","150","84","2011-02-10","79401-4832","2011-02-10","0"
"ftd-macon-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","132","2011-02-12","31201","2011-02-10","0"
"weight-loss-coaching","$20 for Four Days of Zija Health-Management System and One Hour of Coaching from Dee Dee Shaw ($100 Value)","20","100","4","2011-02-11","31201","2011-02-10","0"
"ftd-madison-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","742","2011-02-12","53715","2011-02-10","0"
"stellas-bakery","$7 for Two Loaves of Hot and Spicy Cheese Bread at Stella's Bakery ","7","14","474","2011-02-10","53715","2011-02-10","0"
"ftd-memphis-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","439","2011-02-12","38103-1915","2011-02-10","0"
"belz-museum","$20 Admission for Four People Plus Four Collection Catalogs at the Belz Museum of Asian & Judaic Art","20","48","36","2011-02-10","38103-1915","2011-02-10","0"
"pilates-of-collierville-1","$40 for a Father-Daughter Valentineâ€™s Dance at Pilates of Collierville ($80 Value)","40","80","0","2011-02-10","38103-1915","2011-02-10","0"
"ftd-miami-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","472","2011-02-12","33132","2011-02-10","0"
"jewelry-creations-miami","$30 for One Three-Hour Beginning to Intermediate Fabrication Class at Jewelry Creations Workshop ($65 Value)","30","65","171","2011-02-10","33132","2011-02-10","0"
"belly2abs","$29 for One Month of Unlimited Classes at Belly2Abs Wellness Studio ($420 Value)","29","420","240","2011-02-10","33132","2011-02-10","0"
"miami-grill-catering-1","$40 for $100 Worth of Catering Services From Miami Grill Catering","40","100","60","2011-02-10","33132","2011-02-10","0"
"urban-dare-miami","$45 for a Two-Person Team Registration to Urban Dare Miami Adventure Race ","45","90","154","2011-02-10","33132","2011-02-10","0"
"ftd-midland-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","30","2011-02-12","79765","2011-02-10","0"
"spoonful-of-comfort-midland","$35 for a Spoonful of Comfort Gourmet Chicken-Soup Care Package","35","74","23","2011-02-11","79765","2011-02-10","0"
"flex-24-midland","$25 for One-Month Gym Membership ($65 Value) at Flex 24","25","65","0","2011-02-10","79765","2011-02-10","0"
"indulge-studios-milwaukee","$45 for an Age-Smart Facial and a Contour Mask ($95 Value) at Indulge Studio","45","95","209","2011-02-10","53202-4403","2011-02-10","0"
"ftd-milwaukee-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","567","2011-02-12","53202-4403","2011-02-10","0"
"de-riah-boutique-salon","$50 for $100 Worth of Hair Services at De Riah Boutique Salon in Cedarburg","50","100","181","2011-02-10","53202-4403","2011-02-10","0"
"motor-trend-auto-shows-milwaukee","$5 Admission to the Greater Milwaukee Auto Show (Up to $10 Value) ","5","10","985","2011-02-10","53202-4403","2011-02-10","0"
"ftd-minneapolis-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1985","2011-02-12","55415-1043","2011-02-10","0"
"begin-with-your-skin-medspa-1","$59 for a Microdermabrasion at Begin with Your Skin Medspa in Eagan ","59","125","366","2011-02-10","55415-1043","2011-02-10","0"
"nutty-guys-minneapolis-1","$10 for $25 Worth of Nuts, Dried Fruit, and More from Nutty Guys ","10","25","518","2011-02-11","55415-1043","2011-02-10","0"
"magic-carpet-minneapolis","$49 for $150 Worth of Flooring at Magic Carpets in Brooklyn Park","49","150","54","2011-02-10","55415-1043","2011-02-10","0"
"dbd-international","$57 for a Ticket to One Branding Seminar from David Brier ($114 Value). Choose from Two Options. ","57","114","33","2011-02-10","55415-1043","2011-02-10","0"
"ftd-mobile-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","125","2011-02-12","36602-3618","2011-02-10","0"
"hopes-cheesecake","$20 for $40 Worth of Cheesecake at Hope's Cheesecake in Gulf Shores","20","40","170","2011-02-10","36602-3618","2011-02-10","0"
"indochino-mobile","$50 for $150 Worth of Men's Custom Apparel at Indochino Online","50","150","72","2011-02-12","36602-3618","2011-02-10","0"
"ftd-modesto-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","141","2011-02-12","95354-2307","2011-02-10","0"
"sips-bistro-and-wine-shop","$8 for $16 Worth of Lunch Fare and Drinks (or $15 for $30 Worth of Dinner Fare and Drinks) at Sips Bistro and Wine Shop","8","16","284","2011-02-10","95354-2307","2011-02-10","0"
"ftd-montgomery-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","76","2011-02-12","36104","2011-02-10","0"
"the-redmont-hotel-montgomery","One-Night Romance Package at The Redmont Hotel in Birmingham. Two Options Available.","119","239","3","2011-02-10","36104","2011-02-10","0"
"honda-indy-grand-prix-of-alabama","$55 for Two Sunday General-Admission Tickets to Honda Indy Grand Prix of Alabama in Birmingham ($110 Value)","55","110","0","2011-02-11","36104","2011-02-10","0"
"gallery-coffee","$3 for $6 Worth of Coffee, Tea, and More at Gallery Coffee","3","6","17","2011-02-12","36104","2011-02-10","0"
"ftd-napa-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","184","2011-02-12","95401-8516","2011-02-10","0"
"escape","$15 for Three Hours of Paintball, Equipment, and 140 Paintballs at Escape Sonoma County ($31 Value) ","15","31","617","2011-02-10","95401-8516","2011-02-10","0"
"ftd-naples-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","149","2011-02-12","34102","2011-02-10","0"
"guy-harvey-magazine-naples","$12 for One-Year Subscription to â€œGuy Harvey Magazineâ€ ($24.95 Value)","12","25","7","2011-02-11","34102","2011-02-10","0"
"ftd-nashville-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","423","2011-02-12","37243","2011-02-10","0"
"studio-green","$75 for a Signature Facial with Microdermabrasion or an Enzyme Peel and Microcurrent Face-Lift at Studio Green ($245 Value)","75","245","339","2011-02-11","37243","2011-02-10","0"
"tailgate-antique-show","Tickets to the Tailgate Antiques Show and Antiques at Music Valley Show. Choose Between Two Options.","12","24","119","2011-02-11","37243","2011-02-10","0"
"crown-winery-nashville","$25 for a Wine Tour and Tasting, T-Shirts and Etched Crown Winery Glasses for Two at The Crown Winery in Humboldt ($50 Value)","25","50","72","2011-02-10","37243","2011-02-10","0"
"nola-pilates-xtend-barre","$49 for One Month of Unlimited Pilates Classes and More at Nola Pilates ($195 Value)","49","195","432","2011-02-11","70112","2011-02-10","0"
"ftd-new-orleans-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","114","2011-02-12","70112","2011-02-10","0"
"bartending-college-online-new-orleans","$35 for an Online Bartending Class, Course Materials, and Certification at Bartending College Online ($75 Value)","35","75","41","2011-02-10","70112","2011-02-10","0"
"lou-and-lou-new-orleans","$45 for 3â€™ x 5â€™ Custom Wall Painting ($150 Value)","45","150","15","2011-02-10","70112","2011-02-10","0"
"fairchild-house-bed-breakfast","$49 for a One-Night Stay and Breakfast (Up to $149 Value) or $99 for a Two-Night Stay and Breakfast (Up to $298 Value) at Fairchild House Bed and Breakfast","49","149","275","2011-02-10","70112","2011-02-10","0"
"ftd-new-york-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","2088","2011-02-12","10036","2011-02-10","0"
"bioskinergy","Skincare Services or Three Laser Hair-Removal Sessions at Bioskinergy. Two Options Available.","55","275","471","2011-02-12","10036","2011-02-10","0"
"whitestone-lanes-new-york","$12 for Three Games of Bowling and Shoe Rental at Whitestone Lanes (Up to $27 Value) in Flushing","12","27","612","2011-02-11","10036","2011-02-10","0"
"birds-and-fellas","$34 for a Women's Haircut ($66.88 Value) or $27 for a Men's Haircut ($51.21 Value) at Birds & Fellas","34","66","458","2011-02-10","10036","2011-02-10","0"
"village-pourhouse","$22 Drink Around the World Beer Flight for Two at Village Pourhouse ($40 Value)","22","40","744","2011-02-11","10036","2011-02-10","0"
"autour-du-monde-new-york","$20 for $40 Worth of Fresh Bistro Dinner at Autour du Monde in Brooklyn ","20","40","307","2011-02-10","10036","2011-02-10","0"
"mark-awad-diamonds-new-york","Engagement Rings, Bands, and More at Mark Awad Diamonds & Fine Jewelry. Choose from Three Options. ","100","200","4","2011-02-12","10036","2011-02-10","0"
"bake-me-a-wish-ny","$29 for Your Choice of Cake from Bake Me A Wish! ($49.90 Value)","29","50","74","2011-02-11","10036","2011-02-10","0"
"toshi-apartments-new-york","$125 for $250 Toward Rentals from Toshi Apartments","125","250","9","2011-02-14","10036","2011-02-10","0"
"the-willow","$49 for a Month of Unlimited Classes at The Willow Pilates & Yoga ($160 Value) ","49","160","69","2011-02-10","10036","2011-02-10","0"
"nadeau-funiture-with-soul-nyc","$40 for $100 Worth of Home Furnishings at Nadeau","40","100","289","2011-02-10","10036","2011-02-10","0"
"bistro-ten-eighteen","$15 for $30 Worth of American Bistro Fare and Drinks at Bistro Ten 18","15","30","347","2011-02-10","10036","2011-02-10","0"
"ftd-north-jersey-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","456","2011-02-12","07470-2003","2011-02-10","0"
"ne-laser-vein-institute","$179 for a Spider-Vein Therapy Session ($371 Value) or $65 for a Microdermabrasion Facial or Enzyme Facial Therapy (Up to a $159 Value) at North East Laser Vein Institute","179","371","111","2011-02-12","07470-2003","2011-02-10","0"
